QUEST_LV_0300_20150803_000177	{memo X}	여신들이 석화도시를 구하지 못한 이유	QUEST_LV_0300_20150717_000015	{memo X}	마족과 여신들, 그리고 석화된 도시(2)	
QUEST_LV_0300_20150803_000178		감사의 말을 전한다				
QUEST_LV_0300_20150803_000179		탐지기 작동 점검(6)				
QUEST_LV_0300_20150803_000180	{memo X}	Notice/저주가 풀렸습니다#5	QUEST_LV_0300_20150717_000029	{memo X}	Notice/이제 기운을 차릴 수 있을 것 같습니다#5	
QUEST_LV_0300_20150803_000181	{memo X}	병사들의 시신 수습하기	QUEST_LV_0300_20150717_000061	{memo X}	석화 탐지기 부품 구하기	
QUEST_LV_0300_20150803_000182	{memo X}	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신의 유품을 수습해 오세요. 몬스터들이 약탈해 갔을 지도 모르니 연안 요새의 몬스터들을 사냥 해 보는 것도 좋습니다.	QUEST_LV_0300_20150717_000062	{memo X}	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.	
QUEST_LV_0300_20150803_000183	{memo X}	왕국군 레티아에게 돌아가기	QUEST_LV_0300_20150717_000063	{memo X}	큐폴 메일레 만나기	
QUEST_LV_0300_20150803_000184	{memo X}	왕국군 병사들은 안타깝게도 변을 당했습니다. 시신을 모두 수습하였으니 레티아에게 돌아가세요.	QUEST_LV_0300_20150717_000064	{memo X}	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.	
QUEST_LV_0300_20150803_000185	{memo X}	연안 요새의 탐지기를 수리하러 떠났던 병사들의 시신을 모두 수습해 주었으니, 레티아로부터 탐지기의 부품을 얻을 수 있을 것 같습니다. 그녀와 대화해 보세요.				
QUEST_LV_0300_20150803_000186	{memo X}	부품 얻기	QUEST_LV_0200_20150317_002217	Talk to the Royal Army Retia	왕국군 레티아와 대화	
QUEST_LV_0300_20150803_000187	{memo X}	왕국군 레티아로부터 부품을 얻어 보세요.				
QUEST_LV_0300_20150803_000188		레티아로부터 부품을 얻었습니다. 이제 연안요새의 큐폴 메일레에게 돌아가세요.				
QUEST_LV_0300_20150908_000189		수리 중				
QUEST_LV_0300_20150908_000190	{memo X}	탐지기가 작동하기 시작합니다!				
QUEST_LV_0300_20150908_000191	{memo X}	부품이 잘 고정되지 않습니다{nl}끈 같은 것이 필요할 것 같습니다!				
QUEST_LV_0300_20150908_000192	{memo X}	끈을 구해와야 합니다				
QUEST_LV_0300_20150908_000193	{memo X}	장치를 살펴 보는 중	QUEST_LV_0300_20150717_000027	{memo X}	장치를 살펴 보는 중/LOOK/2/TRACK_BEFORE/None	
QUEST_LV_0300_20150908_000194	{memo X}	장치를 만지자 영혼이 빠져 나가는 기분입니다!{nl}이 상태를 풀어 줄 누군가를 찾아야 합니다!				
QUEST_LV_0300_20150908_000195		저주가 풀렸습니다				
QUEST_LV_0300_20150908_000196	{memo X}	몬스터의 공격을 피해 단말기를 파괴하세요!				
QUEST_LV_0300_20150908_000197	{memo X}	폭약가루를 놓고 점화하는 중	QUEST_LV_0300_20150717_000040	{memo X}	폭약가루를 놓고 점화하는 중/FIRE/2/TRACK_BEFORE/None	
QUEST_LV_0300_20150908_000198	{memo X}	단말기가 폭발하면서 사라졌습니다!				
QUEST_LV_0300_20150908_000199	{memo X}	오브를 설치 하는 중	QUEST_LV_0300_20150717_000046	{memo X}	오브를 설치 하는 중/MAKING/3/TRACK_BEFORE/None	
QUEST_LV_0300_20150908_000200		쉬트리가일라가 원하는 것이 이루어 진 것 같습니다				
QUEST_LV_0300_20150908_000201		수습 중				
QUEST_LV_0300_20150908_000202		시신을 수습하고 유품을 구했습니다!				
QUEST_LV_0300_20150908_000203		시신을 수습했습니다!				
QUEST_LV_0300_20150908_000204	{memo X}	독초를 채취 했습니다!				
QUEST_LV_0300_20150908_000205		아무 것도 채취하지 못했습니다!				
QUEST_LV_0300_20150908_000206		석화물 가루 채취 중				
QUEST_LV_0300_20150908_000207		석화물 가루를 채취하였습니다!				
QUEST_LV_0300_20150908_000208		석화물 가루 채취에 실패 하였습니다!				
QUEST_LV_0300_20150908_000209	{memo X}	몬스터 코어 빼내는 중				
QUEST_LV_0300_20150908_000210	{memo X}	코어를 획득했습니다!				
QUEST_LV_0300_20150908_000211		아무 것도 얻지 못했습니다				
QUEST_LV_0300_20151001_000212		계시자님! 괜찮으세요?{nl}석화서리라니, 정말 위험했어요.{nl}	QUEST_UNUSED_20150729_000293	{memo X}	큰 일 날 뻔 했군요. 저는 큐폴 메일레 라고 합니다.{nl}이 곳에서 미쳐 안식에 들지 못한 석화된 영혼들을 인도하려고 왔어요.{nl}하지만 아까처럼 그런 석화서리가 언제 어디서 불어올 지 모르니 함부로 움직이기 어렵군요.	큐폴 메일레
QUEST_LV_0300_20151001_000213		전 오래 전에 석화서리에 당한 영혼들을 인도하고 있어요.{nl}	QUEST_UNUSED_20150729_000294	{memo X}	{nl}석화탐지기가 있기는 한데, 어떤 건 고장 난 거 같기도 해요..{nl}탐지기를 좀 점검 해 주시겠어요?	큐폴 메일레
QUEST_LV_0300_20151001_000214		하지만 이 석화서리는 마왕 제스티의 저주.. {nl}저희 큐폴들까지 돌로 만들어 버리지요.{nl}				큐폴 메일레
QUEST_LV_0300_20151001_000215		적어도 석화서리가 언제 불어오는지만 알면 돼요.{nl}인간들이 놓고 간 석화 탐지기가 있긴 한데 어떤 건 고장 난 것 같거든요.{nl}절 도와주실 수 있을까요?				큐폴 메일레
QUEST_LV_0300_20151001_000216		아까 보셨던 탐지기는 작동을 잘 하는 것 같아요. {nl}나머지 탐지기는 어떤지 부탁드릴게요.	QUEST_UNUSED_20150729_000296	{memo X}	석화 탐지기는 여러 곳에 설치 되어 있어요. {nl}아까 보셨던 첫 번째 탐지기는 작동을 잘 하는 것 같으니, 나머지를 점검 해 주세요.	큐폴 메일레
QUEST_LV_0300_20151001_000217		석화서리는 모든 것을 돌로 만들어버려요. 영혼까지도요.{nl}우리 큐폴들도 예외는 아니지요.	QUEST_UNUSED_20150729_000297	{memo X}	탐지기가 작동을 잘 해 주었으면..	큐폴 메일레
QUEST_LV_0300_20151001_000218		아, 그렇군요.{nl}두 개가 고장이 나 있다고요.	QUEST_UNUSED_20150729_000298	{memo X}	아, 그렇군요.{nl}두 개가 고장이 나 있다구요.	큐폴 메일레
QUEST_LV_0300_20151001_000219		탐지기 문제는 이걸 만든 왕국군에게 물어 보는 게 좋을 것 같아요.{nl}레티아라는 사람이 왕국군 장교라던데 혹시 도움을 받을 수 있지 않을까요?	QUEST_UNUSED_20150729_000299	{memo X}	탐지기 작동의 문제는 왕국군에게 물어 보는 게 좋을 것 같아요.{nl}그들이 탐지기를 설치 했으니까요.{nl}왕국군 장교인 레티아를 찾아가면 뭔가 도움이 되겠죠?	큐폴 메일레
QUEST_LV_0300_20151001_000220		그 분은 베르크티 광장에 있어요.{nl}인간의 일은 큐폴이 나서기 어려우니 잘 부탁드리겠습니다.	QUEST_UNUSED_20150729_000302	{memo X}	레티아는 베르크티 광장에 있어요.{nl}음? 이미 알고 계시려나?	큐폴 메일레
QUEST_LV_0300_20151001_000221		연안요새 지역의 석화 탐지기에 문제 말씀이십니까.{nl}그건 이미 알고 있습니다. 그럴 만도 하지요.	QUEST_UNUSED_20150729_000303	{memo X}	연안 요새 지역의 석화 탐지기가 고장났다구요?{nl}그건 이미 알고 있습니다. 그럴만도 합니다.	왕국군 레티아
QUEST_LV_0300_20151001_000222		그런데 아직 도착하지 않았습니까? {nl}제가 이미 수리할 병력을 그 쪽에 파견하였습니다만.{nl}	QUEST_UNUSED_20150729_000304	{memo X}	그런데 아직 도착하지 않았나요? 제가 지원병력을 그 쪽에 파견했는데요.{nl}고장난 탐지기를 수리하러 보낸 지가 좀 됐는데.. 어찌 된 일일까요..	왕국군 레티아
QUEST_LV_0300_20151001_000223		느낌이 좋지 않습니다.{nl}허나 이 쪽은 잦은 몬스터의 습격으로 추가 병력을 보낼 여력이 없습니다.{nl}계시자님께 수리 병력의 추적을 부탁드려도 되겠습니까?	QUEST_UNUSED_20150729_000305	{memo X}	{nl}한 번, 그들을 찾아 봐 주시겠습니까?	왕국군 레티아
QUEST_LV_0300_20151001_000224		어쩌면 연안요새에서 습격에 당했을지도 모르겠습니다.{nl}하지만 그들은 왕국의 병사. 유해만이라도 반드시 이 곳에 있어야 합니다.	QUEST_LV_0300_20150803_000161	{memo X}	아직 소식이 없는 것을 보면.. 어떤 변을 당했을 수도 있겠습니다.{nl}혹시 그들의 시신들이라도 발견한다면.. 번거롭더라도 시신을 수습해서 유품들을 가져와 주시면 감사하겠습니다.	왕국군 레티아
QUEST_LV_0300_20151001_000225		연안요새의 입구 쪽에 석화서리가 자주 보고되고 있으니 그 인근이 아닐까 싶습니다.{nl}행여 시신이라도 발견하신다면 번거롭지만 유품의 수습을 부탁드리겠습니다.{nl}	QUEST_UNUSED_20150729_000307	{memo X}	연안요새의 입구 쪽에 석화서리가 자주 보고되고 있으니, 그쪽에서 몬스터의 습격을 받았거나 석화서리에 당했는지도 모르지요.	왕국군 레티아
QUEST_LV_0300_20151001_000226		이미 너무 늦어 버렸단 말입니까.{nl}유품이라도 수습해 주셔서 감사합니다. 여신의 품에서 편히 잠들길..	QUEST_LV_0300_20150803_000162	{memo X}	지원 병력이 모두 당했군요. 수습해 주셔서 감사합니다.{nl}건네 주신 유품 중에.. 부품이 있을 겁니다.	왕국군 레티아
QUEST_LV_0300_20151001_000227		계시자님께서 석화 탐지기를 고치시고 나면, 제게 다시 들러 주세요.{nl}꼭 드리고 싶은 이야기가 있거든요.	QUEST_LV_0300_20150803_000163	{memo X}	이제 수리하러 가셔야겠네요.{nl}석화 서리를 조심하세요.	큐폴 메일레
QUEST_LV_0300_20151001_000228		모든 영혼들을 여신의 곁으로 인도할 수 있도록 잘 부탁드리겠습니다.{nl}여신의 가호가 함께 하길..	QUEST_UNUSED_20150729_000312	{memo X}	그럼, 꼭 부탁 드리겠습니다.	큐폴 메일레
QUEST_LV_0300_20151001_000229		마지막으로, 계시자님께 꼭 들려드리고 싶은 이야기가 있었다고 했지요.{nl}무엇 때문에 인간들이 이런 일을 당해야 하는지 궁금하실 거예요.{nl}	QUEST_UNUSED_20150729_000313	{memo X}	오, 모두 정상 작동 하게 되었군요.{nl}정말 감사합니다.{nl}이제 안심하고 영혼들을 인도해야겠어요.	큐폴 메일레
QUEST_LV_0300_20151001_000230		사실 석화서리가 반란의 벌이다 같은 건 지어진 이야기일 뿐이예요.{nl}반란이 끝나고 때 마침 불어온 저주였으니 인간들은 그리 생각하는게 당연하겠죠.{nl}				큐폴 메일레
QUEST_LV_0300_20151001_000231		하지만 아니예요. {nl}모든 건 그들의 계략이었어요.{nl}				큐폴 메일레
QUEST_LV_0300_20151001_000232		하지만 먼저 깬 건 마족이였어요.{nl}그것이 이 석화서리.. 죽음을 넘어서 영혼까지 돌이 되어 버렸지요.{nl}				큐폴 메일레
QUEST_LV_0300_20151001_000233		마왕 제스티는 이 일대에 석화의 저주를 내렸고 여신들은 인간을 구원하려고 했어요.{nl}하지만 마족은 서로의 일에 관여하지 않겠다는 규칙을 잊었냐며 그 곳에..{nl}				큐폴 메일레
QUEST_LV_0300_20151001_000234		잠시만요. 너무 괴로운 기억이라서요..{nl}끔찍한 재앙을 내렸어요. {nl}				큐폴 메일레
QUEST_LV_0300_20151001_000235		여신들이 석화된 이 곳의 구원을 포기해야 할 만큼 엄청난 재앙을요.{nl}이 석화서리들.. 전부 이게 다.. 저희가 구원을 포기한 대가입니다.{nl}				큐폴 메일레
QUEST_LV_0300_20151001_000236		지금이라도 그 영혼들을 전부 구원하려고 해요.{nl}계시자님께서 석화 탐지기를 전부 고쳐 주셨으니 반드시 영혼들을 안식으로 인도하겠어요.				큐폴 메일레
QUEST_LV_0300_20151001_000237		정성을 다해 한 분씩 인도할 예정입니다.{nl}계시자님의 앞길에 여신의 은총이 가득하길.	QUEST_UNUSED_20150729_000314	{memo X}	영혼들이 너무 많아 걱정이지만..{nl}차분히 한 분 씩 인도할 예정입니다.{nl}계시자님의 앞길에 여신의 은총이 가득하시길.	큐폴 메일레
QUEST_LV_0300_20151001_000238		마족이 인간인 네게 이런 부탁을 한다는 걸 쉽게 믿을 수 없겠지.{nl}하지만 날 똑똑히 보거라. 이 비참한 꼴을 보며 비웃어도 상관 없다.{nl}	QUEST_LV_0300_20150729_000120	{memo X}	나의 죽음에 협조하면 그 저주를 풀어 주겠다.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000239		수 백년 간, 수도 없이 탈출하려 애썼다.{nl}하지만 석화의 저주는 마왕의 힘이다. 계속되는 절망만이 내 목을 조였다.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000240		설령 벗어난다 해도 의무를 다 하지 못하고 도망친 자일 뿐. {nl}배신자의 올가미가 씌워지겠지. 날 조롱한 동료들의 발 밑을 기며..{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000241		나의 죽음에 협조하면 반드시 네 저주를 풀어 주겠다.{nl}길티네님의 이름을 걸고 약속하마.				마족 쉬트리가일라
QUEST_LV_0300_20151001_000242		움직이지도, 떠나지도 못하는 몸 따위 어찌 된 들 무슨 상관인가.{nl}그냥 좀 쉬고 싶을 뿐..	QUEST_LV_0300_20150729_000121	{memo X}	움직이지도, 떠나지도 못하는 몸 따위 어찌 된 들 무슨 상관인가.{nl}그냥 좀 쉬고 싶을 뿐.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000243		저 위쪽에 무성히 자라는 독초라면 내 목숨을 거둘 수 있을 것이다.	QUEST_LV_0300_20150729_000122	{memo X}	저 위쪽의 독초를 구해 오면 된다.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000244		인간의 독초가 마족인 내게 안식을 가져다 줄 수 있길 빌어야겠지.	QUEST_LV_0300_20150729_000123	{memo X}	이 곳의 풀은 맹독으로 유명하지..	마족 쉬트리가일라
QUEST_LV_0300_20151001_000245		고맙군. 이 고된 삶을 끝낼 수 있길 빌어볼까..	QUEST_LV_0300_20150729_000124	{memo X}	고맙네. 하나씩 먹어볼까..	마족 쉬트리가일라
QUEST_LV_0300_20151001_000246		역시 아무런 일도 일어나지 않는군.{nl}그렇다면.. 비참하다만 할 수 없겠지. 그토록 없애버리고 싶은 이름에게 기대는 수 밖에.	QUEST_LV_0300_20150729_000125	{memo X}	예상대로.. 그대로군.{nl}클레릭마스터가 들고 있다는 성수에 섞어 먹으면 마족의 몸은 쉽게 죽을 수 있지 않을까.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000247		여신의 부름을 따르는 이에게 성수를 얻어 다오.{nl}그 신성한 힘이라면 좋든 나쁘든 날 죽음으로 이끌어 줄 수 있을 것이다.	QUEST_LV_0300_20150729_000126	{memo X}	클레릭 마스터!{nl}그에게로 가서 성수를 얻어와 주게.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000248		클레릭 마스터라는 자가 그 성수를 다룬다고 들었다.{nl}마족인 날 위해 쉬이 내줄 수 있을지.	QUEST_LV_0300_20150729_000127	{memo X}	클라페다까지 무사하길.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000249		성수 말입니까?{nl}죄송하지만, 어디에 쓰실 것인지 여쭈어 봐도 되겠습니까.	QUEST_LV_0300_20150803_000164	{memo X}	성수 말입니까?{nl}어디에 쓰시게요?	클레릭 마스터
QUEST_LV_0300_20151001_000250		성수를 필요로 하는 마족이 있다고요?{nl}죄송하지만, 도와드릴 수 없습니다.{nl}	QUEST_LV_0300_20150803_000165	{memo X}	딩고파실 지구에서 성수를 필요로 하는 마족이 있다구요?{nl}..	클레릭 마스터
QUEST_LV_0300_20151001_000251		계시자님의 개인적인 일애는 관여하지 않겠습니다만.{nl}어떤 이유이건, 성직자로서 마족의 일에 도움을 드릴 순 없습니다.	QUEST_LV_0300_20150803_000166	{memo X}	{nl}계시자님의 개인적인 일에는 관여하지 않겠습니다만, 성직자로서 마족의 일에 도움을 드릴 수는 없습니다.	클레릭 마스터
QUEST_LV_0300_20151001_000252		성직자로서 마족의 일에는 앞으로도 절대 협조할 수 없습니다.{nl}계시자께서도 부디 이해해 주시길 바라겠습니다.	QUEST_LV_0300_20150729_000130	{memo X}	마족의 일에는 앞으로도 협조하지 않을 것입니다.	클레릭 마스터
QUEST_LV_0300_20151001_000253		과연.. 그렇군.{nl}괜한 기대를 한 것인가.	QUEST_LV_0300_20150729_000131	{memo X}	과연.. 그러했군..{nl}괜한 기대를 한 것인가.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000254		동료라고 믿었던 녀석들은 날 버렸다. {nl}그렇다면 내가 이걸 붙들고 있을 이유도 이젠 없어.{nl}	QUEST_LV_0300_20150803_000167	{memo X}	이제는 이 방법 뿐인가..{nl}이 곳에 있는 영혼 집약기를 파괴 해 보는 것..{nl}나를 여기 보낸 이들이 말했지.{nl}나와 영혼 집약기는 하나라고. 왜 그 말을 지금껏 잊고 있었을까.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000255		마군주께선 신에게 바칠 인간의 영혼을 모으라고 명령하셨다.{nl}그래서 우린 이 곳에 영혼을 모을 집약기를 만들었지.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000256		과정은 순조로웠지만 그만 내가 석화서리의 저주에 당하고 말았다.{nl}꼼짝도 못하던 날 녀석들이 비웃으며 말했다.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000257		이제 난 영혼 집약기의 마력원이 될 거라고.{nl}왜 그 말을 지금껏 잊고 있었을까..				마족 쉬트리가일라
QUEST_LV_0300_20151001_000258		너도 당해봐서 알 것이다.{nl}결계석에 걸린 저주.. 인간을 끌여들어 영혼을 뽑아내지.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000259		그렇게 뽑힌 영혼은 영혼 집약기에 모여 신께 바쳐진다.{nl}그래, 신이라.. 나와 같은 처지나 다름 없지.				마족 쉬트리가일라
QUEST_LV_0300_20151001_000260		영혼 집약기는 세 개의 결계석의 보호를 받고 있다.{nl}아래쪽의 결계석부터 파괴하고 그 핵을 가져와 다오.{nl}	QUEST_LV_0300_20150803_000168	{memo X}	영혼 집약기는 3개의 단말기로부터도 영혼을 흡수하지.{nl}조금 전의 그 저주도 단말기가 영혼을 흡수하는 과정이었어.{nl}일단 그 단말기들을 차례로 파괴해 보도록 하세.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000261		다시 그 저주에 걸리지 않도록 주문을 걸어 주도록 하지.{nl}영혼 집약기는 내 생명력을 빨아들여 움직이니 쉬운 일이다.	QUEST_LV_0300_20150803_000169	{memo X}	{nl}그리고 그 핵을 구해 와.{nl}아, 다시 그 저주에 걸리지 않도록 주문을 걸어 주도록 하지.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000262		날 버리고 비웃던 그 녀석들은 동료라고 불릴 자격도 없다.{nl}죽음으로 복수할 것이다. 날 한낯 동력원따위로 만든 걸 후회하게 해 주지.				마족 쉬트리가일라
QUEST_LV_0300_20151001_000263		잘 했다. 점점 죽음이 다가오는구나.{nl}이 핵은 영혼 집약기의 과부하를 일으킬 오브의 재료가 될 것이다.	QUEST_LV_0300_20150729_000137	{memo X}	잘 했군. 이 핵은 영혼 집약기 본체의 과부하를 일으킬 오브의 재료가 될 거야.{nl}이제 점점 죽음이 다가온다.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000264		다음 결계석은 위쪽에 있다. {nl}한 번에 큰 힘을 불어 넣어야 하지. 폭발 같은 것 말이다.{nl}	QUEST_LV_0300_20150803_000170	{memo X}	두 번째 단말기는 폭파시켜야 해.{nl}여기 내가 폭약을 줄 테니, 이 폭약의 효과를 증폭시키도록 그 지역에서 석화물가루를 긁어가 봐.{nl}석화서리가 수시로 불어오는 지역 답게 석화물은 어디에나 있어.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000265		그래.. 희생자 중에 도굴꾼이 생각나는군.{nl}폭약으로 날 죽음에 이르게 해 주려고 했었지만, 소용 없었지.				마족 쉬트리가일라
QUEST_LV_0300_20151001_000266		결계석의 핵을 잊지 말아야 한다.{nl}저주에 걸리지 않도록 주문은 다시 걸어두도록 하지.	QUEST_LV_0300_20150803_000171	{memo X}	역시 이번에도 단말기의 핵을 구해 와야 돼.{nl}음.. 단말기에 당하지 않도록 하는 주문이 풀렸군. 다시 걸어주도록 하지.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000267		왜 진작 이 방법을 떠올리지 못했을까.{nl}나의 충성이 고독의 공포를 앞질렀던 것인지도 모르지.				마족 쉬트리가일라
QUEST_LV_0300_20151001_000268		이쯤 되면 가장 구석에 있는 마지막 결계석은 폭주하고 있을 것이다.{nl}	QUEST_LV_0300_20150729_000140	{memo X}	이제 마지막 단말기군.. 서서히 기운이 빠지고 있어..{nl}아마 마지막 단말기는 폭주하고 있을지도 모르겠어.{nl}주변의 석화된 몬스터들로부터 석화된 몬스터의 코어를 얻어서 단말기에 던져 봐.{nl}서서히 무너질걸세.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000269		몬스터가 석화되면서 함께 굳어진 마지막 숨결.. 그걸 결계석에 던져라.{nl}서서히 무너질 것이다.				마족 쉬트리가일라
QUEST_LV_0300_20151001_000270		결계석의 핵은 응축된 영혼으로 이루어져 있다.{nl}그걸 모아 영혼 집약기를 터뜨릴 오브를 만들 것이다.	QUEST_LV_0300_20150729_000141	{memo X}	그리고 역시 그 핵을 가져와야겠지.{nl}그 핵들에는 영혼들이 응축되어 있어서.. 그걸 모아 영혼 집약기의 과부하를 일으킬 오브를 만들면 돼.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000271		네가 모아온 결계석의 핵에 내 마지막 힘을 실어 주겠다.{nl}이것으로 몬스터의 뇌관을 뽑아 오브를 만들어라.{nl}	QUEST_LV_0300_20150729_000142	{memo X}	이제 모두 구했군. 내가 제작서를 주겠네.{nl}이걸로 영혼 집약기에 과부하를 일으키는 오브를 만들어야 해.{nl}그 전에, 일단 내가 주는 영혼의 정수로 몬스터를 유인해서 뇌관을 뽑아내게.{nl}그러면 제작서로 오브를 제작할 수 있어.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000272		물론 오브를 만들 방법도 주마.{nl}영혼 집약기를 터뜨릴 오브 말이다.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000273		그리고 내 마지막 소원을.. 이루어다오.				마족 쉬트리가일라
QUEST_LV_0300_20151001_000274		내 힘과 함께 오브를 만들 방법도 넘겼다.{nl}오브를 만드는 건 쉬운 일일 것이다.	QUEST_LV_0300_20150729_000145	{memo X}	뇌관은 모두 구했는지 보게.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000275		성공했군.. {nl}	QUEST_LV_0300_20150729_000146	{memo X}	와 주었군.. 이제 안녕일세.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000276		길티네님의 이름의 의미를 아는가.{nl}그 분의 뜻은 죽음. 지금 내가 오로지 기댈 수 있는 곳이다.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000277		예전의 나는 마족을 위해서라면 무엇이 되어도 상관 없다고 생각했다.{nl}하지만 그런 내게 돌아오는건 재차 불어오는 석화서리뿐이었다.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000278		수 백년을 천천히 굳어갔다.{nl}모두의 머릿 속에 내 이름은 지워졌다.{nl}				마족 쉬트리가일라
QUEST_LV_0300_20151001_000279		비록 그 분께서 내게 안식을 내려 주지 않아도 지금보다는 나을 것이다.{nl}그저 쉬고 싶을뿐..				마족 쉬트리가일라
QUEST_LV_0300_20151001_000280		죽음이 내게로 다가오고 있다.{nl}기분은 좋군.	QUEST_LV_0300_20150729_000147	{memo X}	기운이 빠진다. 기분은 좋군.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000281		그래. 그거야. 이리 다오.	QUEST_LV_0300_20150729_000148	{memo X}	그래. 그거야. 이리 줘.	마족 쉬트리가일라
QUEST_LV_0300_20151001_000282		찾아 주신 유품 중에.. 연안요새의 탐지기를 수리할 부품이 있을 겁니다.{nl}	QUEST_LV_0300_20150803_000172	{memo X}	여기 있네요.{nl}고장난 탐지기는 이 부품 정도로 간단히 수리 할 수 있을 겁니다.{nl}혹시, 부품이 잘 고정되지 않거든 주변 몬스터들이 갖고 있는 노끈 같은 걸로 고정해 보세요.	왕국군 레티아
QUEST_LV_0300_20151001_000283		여기 있군요. {nl}수리 자체는 어렵지 않을 겁니다.				왕국군 레티아
QUEST_LV_0300_20151001_000284		왕국군은 왕국에 충성하고 주어진 임무를 다 하는 것이 명예로운 길이라고 배웁니다.{nl}그들의 마지막 임무를 계시자께서 마쳐 주십시오.	QUEST_LV_0300_20150803_000173	{memo X}	사실 부품 구하기가 어려워서 그렇지, 수리 자체는 어렵지 않습니다.	왕국군 레티아
QUEST_LV_0300_20151001_000285		먼 길 다녀오시느라 수고하셨어요.{nl}이게 석화 탐지기를 수리할 부품들이군요.	QUEST_LV_0300_20150803_000174	{memo X}	먼 길 다녀오느라 수고했어요. 그것이 그 부품들이군요.	큐폴 메일레
QUEST_LV_0300_20151001_000286		사실 부품 구하기가 어려워서 그렇지, 수리 자체는 어렵지 않을 겁니다.{nl}어서 돌아가 보시지요.	QUEST_LV_0300_20150803_000175	{memo X}	이제 수리하러 가셔야죠.	왕국군 레티아
QUEST_LV_0300_20151001_000287		기둥				
QUEST_LV_0300_20151001_000288		어떤 글귀가 적혀 있는 것 같습니다.				기둥
QUEST_LV_0300_20151001_000289		뭔가 적혀 있는 것 같은데, 잘 보이지 않는다.				기둥에 적힌 글귀
QUEST_LV_0300_20151001_000290		글귀를 읽을 수 있으려면 문양 조각이 있어야 합니다.				기둥에 새겨진 글귀
QUEST_LV_0300_20151001_000291		{nl}문양 조각은 갈르엣 평야의 어딘가에서 얻을 수 있습니다.				기둥에 새겨진 글귀
QUEST_LV_0300_20151001_000292		뭔가 씌여 있긴 하지만 읽을 수 없다.				기둥에 새겨진 글귀
QUEST_LV_0300_20151001_000293		무언가 적혀 있는 것 같지만 이 상태로는 읽을 수 없다.				기둥
QUEST_LV_0300_20151001_000294		그 반지는 어머니가 내게 주신 반지야.{nl}난 이 반지와 함께 어머니가 계신 집으로 돌아가고 싶어..				원한 서린 영혼
QUEST_LV_0300_20151001_000295		우리 집은 내성곽지구에 있었지..{nl}부탁이다. 제발 집으로 돌아가고 싶어. 반지와 함께..				원한 서린 영혼
QUEST_LV_0300_20151001_000296		그래 가일류스 르귄, 내 오랜 친구지.{nl}오랜 친구는 공짜로 남에 귀한 물건을 가져다 쓰고 안 돌려줘도 되나?{nl}				파드너 에리카스
QUEST_LV_0300_20151001_000297		아버지가 죽었으면 딸이라도 빚을 갚아야지!{nl}게다가 난 그 유스티나라는 아가씨는 본 적도 없단 말이야.{nl}				파드너 에리카스
QUEST_LV_0300_20151001_000298		솔직히 이녀석이 누구건 내 물건만 가져다 주면 상관없어!{nl}그 딸이라는 여자가 진짠지 가짠지도 내 알바 아니고 말이야.				파드너 에리카스
QUEST_LV_0300_20151001_000299		이제 거래같은 건 안 하겠어.{nl}내가 왜 이런 수모를 당해야하지?				파드너 에리카스
QUEST_LV_0300_20151001_000300		유스티나가 보고 싶네..				가일류스 르귄
QUEST_LV_0300_20151001_000301		파드너들을 상대하고 있으면 100살은 더 먹는 기분이에요.				스콰이어 윌리야
